src/features/taskDetail/hooks/useTaskTab.helper.ts,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode only),shellConstants.vscode,shellConstants.vscode,,,SHELL_ONLY_VSCODE
src/features/taskDetail/hooks/useTaskWorkspaceItem.helper.ts,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode only),shellConstants.vscode,shellConstants.vscode,,,SHELL_ONLY_VSCODE_KEEP_STANDARDREGISTRY
src/features/project/shell/project.module.tsx,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode + modules),shellConstants.vscode,shellConstants.vscode,constants.modules,shellConstants.modules,SHELL_VSCODE_MODULES
src/features/project/task/hooks/taskTimeline/useTaskTimeline.helper.ts,constants from @/shared,projectConstants from @/features/project/project.constants,constants (optionColor only),projectConstants.optionColor,projectConstants.optionColor,,,PROJECT_ONLY
src/features/project/Selectors/useProjectDetail.selector.ts,constants from @/shared,projectConstants from @/features/project/project.constants,constants (optionColor only),projectConstants.optionColor,projectConstants.optionColor,,,PROJECT_ONLY
src/features/project/hooks/useProjectTaskFolderHelper.ts,constants from @/shared,shellConstants + projectConstants,constants (vscode + optionColor),shellConstants.vscode,shellConstants.vscode,projectConstants.optionColor,projectConstants.optionColor,SHELL_PROJECT_SPLIT
src/features/project/hooks/useProjectSaveActions.ts,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode only),shellConstants.vscode,shellConstants.vscode,,,SHELL_ONLY_VSCODE
src/features/project/hooks/useProjectTab.helper.ts,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode only),shellConstants.vscode,shellConstants.vscode,,,SHELL_ONLY_VSCODE
src/features/project/hooks/useProjectDetail.helper.ts,constants from @/shared,shellConstants + projectConstants,constants (vscode + optionColor),shellConstants.vscode,shellConstants.vscode,projectConstants.optionColor,projectConstants.optionColor,SHELL_PROJECT_SPLIT
src/features/project/task/Selectors/TaskKanbanSelector.ts,constants from @/shared,projectConstants from @/features/project/project.constants,constants (optionColor only),projectConstants.optionColor,projectConstants.optionColor,,,PROJECT_ONLY
src/features/project/task/Selectors/TaskListSelector.ts,constants from @/shared,projectConstants from @/features/project/project.constants,constants (optionColor only),projectConstants.optionColor,projectConstants.optionColor,,,PROJECT_ONLY
src/features/multiProject/Selectors/useMultiProjectKanban.selector.ts,constants from @/shared,projectConstants from @/features/project/project.constants,constants (optionColor only),projectConstants.optionColor,projectConstants.optionColor,,,PROJECT_ONLY
src/features/multiProject/Selectors/useMultiProjectTaskList.selector.ts,constants from @/shared,projectConstants from @/features/project/project.constants,constants (optionColor only),projectConstants.optionColor,projectConstants.optionColor,,,PROJECT_ONLY
src/features/note/shell/note.module.tsx,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode + modules),shellConstants.vscode,shellConstants.vscode,constants.modules,shellConstants.modules,SHELL_VSCODE_MODULES
src/features/note/hooks/useNoteSaveActions.ts,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode only),shellConstants.vscode,shellConstants.vscode,,,SHELL_ONLY_VSCODE
src/features/note/hooks/useNoteDetail.helper.ts,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode + modules),shellConstants.vscode,shellConstants.vscode,constants.modules,shellConstants.modules,SHELL_VSCODE_MODULES
src/features/note/hooks/useNoteGrid.helper.ts,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode only),shellConstants.vscode,shellConstants.vscode,,,SHELL_ONLY_VSCODE_KEEP_STANDARDREGISTRY
src/features/note/Components/NoteBodyInPanel.tsx,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode only),shellConstants.vscode,shellConstants.vscode,,,SHELL_ONLY_VSCODE_KEEP_STANDARDREGISTRY
src/features/note/Components/NoteDetailContent.tsx,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode only),shellConstants.vscode,shellConstants.vscode,,,SHELL_ONLY_VSCODE
src/features/note/Components/NoteGrid.tsx,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode only),shellConstants.vscode,shellConstants.vscode,,,SHELL_ONLY_VSCODE
src/features/note/Components/WorkspaceLinksCell.tsx,constants from @/shared,workspaceConstants from @/features/workspace/workspace.constants,constants (workspace only),workspaceConstants,workspaceConstants.workspace,,,WORKSPACE_ONLY
src/features/lifeLog/hooks/useLifeLogSaveActions.ts,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode only),shellConstants.vscode,shellConstants.vscode,,,SHELL_ONLY_VSCODE
src/features/lifeLog/hooks/useLifeLogTab.helper.ts,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode only),shellConstants.vscode,shellConstants.vscode,,,SHELL_ONLY_VSCODE
src/features/lifeLog/shell/lifeLog.module.tsx,constants from @/shared,shellConstants from @/shell/shell.constants,constants (vscode + modules),shellConstants.vscode,shellConstants.vscode,constants.modules,shellConstants.modules,SHELL_VSCODE_MODULES
